source	line	kind	declaration
menu/popup_menu.rs	543	public	pub fn menu_with_icon( self, label: impl Into<SharedString>, icon: impl Into<Icon>, action: Box<dyn Action>, ) -> Self {
menu/popup_menu.rs	553	public	pub fn menu_with_icon_and_disabled( mut self, label: impl Into<SharedString>, icon: impl Into<Icon>, action: Box<dyn Action>, disabled: bool, ) -> Self {
menu/popup_menu.rs	565	public	pub fn menu_with_check( self, label: impl Into<SharedString>, checked: bool, action: Box<dyn Action>, ) -> Self {
menu/popup_menu.rs	575	public	pub fn menu_with_check_and_disabled( mut self, label: impl Into<SharedString>, checked: bool, action: Box<dyn Action>, disabled: bool, ) -> Self {
menu/popup_menu.rs	587	public	pub fn menu_element<F, E>(self, action: Box<dyn Action>, builder: F) -> Self where F: Fn(&mut Window, &mut App) -> E + 'static, E: IntoElement, {
menu/popup_menu.rs	596	public	pub fn menu_element_with_disabled<F, E>( self, action: Box<dyn Action>, disabled: bool, builder: F, ) -> Self where F: Fn(&mut Window, &mut App) -> E + 'static, E: IntoElement, {
menu/popup_menu.rs	610	public	pub fn menu_element_with_icon<F, E>( self, icon: impl Into<Icon>, action: Box<dyn Action>, builder: F, ) -> Self where F: Fn(&mut Window, &mut App) -> E + 'static, E: IntoElement, {
menu/popup_menu.rs	624	public	pub fn menu_element_with_check<F, E>( self, checked: bool, action: Box<dyn Action>, builder: F, ) -> Self where F: Fn(&mut Window, &mut App) -> E + 'static, E: IntoElement, {
menu/popup_menu.rs	680	public	pub fn separator(mut self) -> Self {
menu/popup_menu.rs	694	public	pub fn submenu( self, label: impl Into<SharedString>, window: &mut Window, cx: &mut Context<Self>, f: impl Fn(PopupMenu, &mut Window, &mut Context<PopupMenu>) -> PopupMenu + 'static, ) -> Self {
menu/popup_menu.rs	705	public	pub fn submenu_with_icon( mut self, icon: Option<Icon>, label: impl Into<SharedString>, window: &mut Window, cx: &mut Context<Self>, f: impl Fn(PopupMenu, &mut Window, &mut Context<PopupMenu>) -> PopupMenu + 'static, ) -> Self {
menu/popup_menu.rs	728	public	pub fn item(mut self, item: impl Into<PopupMenuItem>) -> Self {
menu/popup_menu.rs	753	public	pub fn rebuild( &mut self, window: &mut Window, cx: &mut Context<Self>, f: impl FnOnce(Self, &mut Window, &mut Context<Self>) -> Self, ) {
menu/popup_menu.rs	841	public	pub fn is_empty(&self) -> bool {
menu/popup_menu.rs	1406	impl	impl FluentBuilder for PopupMenu {}
menu/popup_menu.rs	1407	impl	impl EventEmitter<DismissEvent> for PopupMenu {}
menu/popup_menu.rs	1408	impl	impl Focusable for PopupMenu {
menu/popup_menu.rs	1421	impl	impl Render for PopupMenu {
message.rs	10	public	pub enum MessageAlignment {
message.rs	20	public	pub struct MessageGroup {
message.rs	25	impl	impl MessageGroup {
message.rs	27	public	pub fn new() -> Self {
message.rs	35	impl	impl Default for MessageGroup {
message.rs	41	impl	impl ParentElement for MessageGroup {
message.rs	47	impl	impl Styled for MessageGroup {
message.rs	53	impl	impl RenderOnce for MessageGroup {
message.rs	68	public	pub struct Message {
message.rs	78	impl	impl Message {
message.rs	80	public	pub fn new() -> Self {
message.rs	93	public	pub fn alignment(mut self, alignment: MessageAlignment) -> Self {
message.rs	99	public	pub fn with_stack_style(mut self, style: StyleRefinement) -> Self {
message.rs	105	public	pub fn avatar(mut self, avatar: impl IntoElement) -> Self {
message.rs	111	public	pub fn avatar_slot(mut self, avatar: MessageAvatar) -> Self {
message.rs	117	public	pub fn header(mut self, header: MessageHeader) -> Self {
message.rs	123	public	pub fn content(mut self, content: MessageContent) -> Self {
message.rs	129	public	pub fn footer(mut self, footer: MessageFooter) -> Self {
message.rs	135	impl	impl Default for Message {
message.rs	141	impl	impl Styled for Message {
message.rs	147	impl	impl RenderOnce for Message {
message.rs	222	public	pub struct MessageAvatar {
message.rs	227	impl	impl MessageAvatar {
message.rs	229	public	pub fn new() -> Self {
message.rs	237	impl	impl Default for MessageAvatar {
message.rs	243	impl	impl ParentElement for MessageAvatar {
message.rs	249	impl	impl Styled for MessageAvatar {
message.rs	255	impl	impl RenderOnce for MessageAvatar {
message.rs	276	public	pub struct MessageHeader {
message.rs	282	impl	impl MessageHeader {
message.rs	284	public	pub fn new() -> Self {
message.rs	293	public	pub fn content_inset(mut self, content_inset: bool) -> Self {
message.rs	304	impl	impl Default for MessageHeader {
message.rs	310	impl	impl ParentElement for MessageHeader {
message.rs	316	impl	impl Styled for MessageHeader {
message.rs	322	impl	impl RenderOnce for MessageHeader {
message.rs	342	public	pub struct MessageContent {
message.rs	349	impl	impl MessageContent {
message.rs	351	public	pub fn new() -> Self {
message.rs	365	public	pub fn bubble(mut self, bubble: Bubble) -> Self {
message.rs	377	impl	impl Default for MessageContent {
message.rs	383	impl	impl ParentElement for MessageContent {
message.rs	389	impl	impl Styled for MessageContent {
message.rs	395	impl	impl RenderOnce for MessageContent {
message.rs	413	public	pub struct MessageFooter {
message.rs	419	impl	impl MessageFooter {
message.rs	421	public	pub fn new() -> Self {
message.rs	430	public	pub fn content_inset(mut self, content_inset: bool) -> Self {
message.rs	441	impl	impl Default for MessageFooter {
message.rs	447	impl	impl ParentElement for MessageFooter {
message.rs	453	impl	impl Styled for MessageFooter {
message.rs	459	impl	impl RenderOnce for MessageFooter {
message_scroller.rs	26	public	pub struct MessageScrollerState {
message_scroller.rs	30	impl	impl MessageScrollerState {
message_scroller.rs	36	public	pub fn new(item_count: usize, cx: &mut Context<Self>) -> Self {
message_scroller.rs	53	public	pub fn item_count(&self) -> usize {
message_scroller.rs	58	public	pub fn is_scrolled_up(&self) -> bool {
message_scroller.rs	65	public	pub fn is_following_tail(&self) -> bool {
message_scroller.rs	70	public	pub fn reset(&mut self, item_count: usize, cx: &mut Context<Self>) {
message_scroller.rs	80	public	pub fn splice( &mut self, old_range: Range<usize>, count: usize, cx: &mut Context<Self>, ) -> bool {
message_scroller.rs	109	public	pub fn append(&mut self, count: usize, cx: &mut Context<Self>) -> bool {
message_scroller.rs	115	public	pub fn prepend(&mut self, count: usize, cx: &mut Context<Self>) -> bool {
message_scroller.rs	120	public	pub fn remeasure(&mut self, cx: &mut Context<Self>) {
message_scroller.rs	128	public	pub fn remeasure_items(&mut self, range: Range<usize>, cx: &mut Context<Self>) -> bool {
message_scroller.rs	139	public	pub fn scroll_to_item(&mut self, index: usize, cx: &mut Context<Self>) -> bool {
message_scroller.rs	153	public	pub fn scroll_to_end(&mut self, cx: &mut Context<Self>) {
message_scroller.rs	166	public	pub struct MessageScroller {
message_scroller.rs	183	impl	impl MessageScroller {
message_scroller.rs	185	public	pub fn new<E>( id: impl Into<ElementId>, state: Entity<MessageScrollerState>, renderer: impl FnMut(usize, &mut Window, &mut App) -> E + 'static, ) -> Self where E: IntoElement, {
message_scroller.rs	215	public	pub fn scrollbar(mut self, scrollbar: bool) -> Self {
message_scroller.rs	221	public	pub fn jump_button(mut self, jump_button: bool) -> Self {
message_scroller.rs	227	public	pub fn with_jump_button_label(mut self, label: impl Into<SharedString>) -> Self {
message_scroller.rs	233	public	pub fn with_content_style(mut self, style: StyleRefinement) -> Self {
message_scroller.rs	239	public	pub fn with_list_style(mut self, style: StyleRefinement) -> Self {
message_scroller.rs	245	public	pub fn with_row_style(mut self, style: StyleRefinement) -> Self {
message_scroller.rs	251	public	pub fn with_jump_button_style(mut self, style: StyleRefinement) -> Self {
message_scroller.rs	260	public	pub fn with_jump_button_renderer( mut self, renderer: impl FnOnce(Button) -> Button + 'static, ) -> Self {
message_scroller.rs	272	public	pub fn with_jump_button_transition(mut self, duration: Duration) -> Self {
message_scroller.rs	284	public	pub fn with_bottom_fade(mut self, color: impl Into<Hsla>) -> Self {
message_scroller.rs	290	impl	impl Styled for MessageScroller {
message_scroller.rs	296	impl	impl RenderOnce for MessageScroller {
native_menu/fallback.rs	28	impl	impl FallbackMenuOverlay {
native_menu/fallback.rs	113	impl	impl Render for FallbackMenuOverlay {
native_menu/macos.rs	32	impl	impl MenuTarget {
native_menu/macos.rs	40	impl	impl MenuTarget {
native_menu/mod.rs	72	public	pub struct NativeMenu {
native_menu/mod.rs	76	impl	impl NativeMenu {
native_menu/mod.rs	78	public	pub fn new() -> Self {
native_menu/mod.rs	83	public	pub fn menu(self, label: impl Into<SharedString>, action: Box<dyn Action>) -> Self {
native_menu/mod.rs	88	public	pub fn menu_with_disabled( self, label: impl Into<SharedString>, disabled: bool, action: Box<dyn Action>, ) -> Self {
native_menu/mod.rs	98	public	pub fn menu_with_check( self, label: impl Into<SharedString>, checked: bool, action: Box<dyn Action>, ) -> Self {
native_menu/mod.rs	121	public	pub fn menu_with_icon( self, label: impl Into<SharedString>, icon: impl Into<Icon>, action: Box<dyn Action>, ) -> Self {
native_menu/mod.rs	134	public	pub fn menu_with_icon_disabled( self, label: impl Into<SharedString>, icon: impl Into<Icon>, disabled: bool, action: Box<dyn Action>, ) -> Self {
native_menu/mod.rs	147	public	pub fn menu_with_icon_and_disabled( self, label: impl Into<SharedString>, icon: impl Into<Icon>, action: Box<dyn Action>, disabled: bool, ) -> Self {
native_menu/mod.rs	176	public	pub fn separator(mut self) -> Self {
native_menu/mod.rs	182	public	pub fn submenu(mut self, label: impl Into<SharedString>, submenu: NativeMenu) -> Self {
native_menu/mod.rs	192	public	pub fn is_empty(&self) -> bool {
native_menu/mod.rs	201	public	pub fn show(self, position: Point<Pixels>, window: &mut Window, cx: &mut App) {
native_menu/mod.rs	326	impl	impl From<gpui::Menu> for NativeMenu {
native_menu/windows.rs	287	impl	impl GdiplusSession {
native_menu/windows.rs	307	impl	impl Drop for GdiplusSession {
notification.rs	31	public	pub enum NotificationType {
notification.rs	39	impl	impl NotificationType {
notification.rs	53	public	pub enum NotificationDelivery {
notification.rs	63	impl	impl NotificationDelivery {
notification.rs	65	public	pub fn includes_in_app(&self) -> bool {
notification.rs	70	public	pub fn includes_system(&self) -> bool {
notification.rs	85	impl	impl NotificationId {
notification.rs	94	impl	impl From<TypeId> for NotificationId {
notification.rs	100	impl	impl From<(TypeId, ElementId)> for NotificationId {
notification.rs	107	public	pub struct Notification {
notification.rs	128	impl	impl From<String> for Notification {
notification.rs	134	impl	impl From<SharedString> for Notification {
notification.rs	140	impl	impl From<&str> for Notification {
notification.rs	146	impl	impl<'a> From<Cow<'a, str>> for Notification {
notification.rs	152	impl	impl<T> From<(NotificationType, T)> for Notification where T: Into<SharedString>, {
notification.rs	163	impl	impl Notification {
notification.rs	167	public	pub fn new() -> Self {
notification.rs	190	public	pub fn message(mut self, message: impl Into<SharedString>) -> Self {
notification.rs	196	public	pub fn info(message: impl Into<SharedString>) -> Self {
notification.rs	203	public	pub fn success(message: impl Into<SharedString>) -> Self {
notification.rs	210	public	pub fn warning(message: impl Into<SharedString>) -> Self {
notification.rs	217	public	pub fn error(message: impl Into<SharedString>) -> Self {
notification.rs	229	public	pub fn id<T: Sized + 'static>(mut self) -> Self {
notification.rs	235	public	pub fn id1<T: Sized + 'static>(mut self, key: impl Into<ElementId>) -> Self {
notification.rs	243	public	pub fn title(mut self, title: impl Into<SharedString>) -> Self {
notification.rs	251	public	pub fn icon(mut self, icon: impl Into<Icon>) -> Self {
notification.rs	257	public	pub fn with_type(mut self, type_: NotificationType) -> Self {
notification.rs	266	public	pub fn placement(mut self, placement: Anchor) -> Self {
notification.rs	290	public	pub fn delivery(mut self, delivery: NotificationDelivery) -> Self {
notification.rs	299	public	pub fn system(self) -> Self {
notification.rs	309	public	pub fn in_app_and_system(self) -> Self {
notification.rs	314	public	pub fn autohide(mut self, autohide: bool) -> Self {
notification.rs	320	public	pub fn on_click( mut self, on_click: impl Fn(&ClickEvent, &mut Window, &mut App) + 'static, ) -> Self {
notification.rs	332	public	pub fn on_close(mut self, on_close: impl Fn(&mut Window, &mut App) + 'static) -> Self {
notification.rs	340	public	pub fn action<F>(mut self, action: F) -> Self where F: Fn(&mut Self, &mut Window, &mut Context<Self>) -> Button + 'static, {
notification.rs	350	public	pub fn dismiss(&mut self, window: &mut Window, cx: &mut Context<Self>) {
notification.rs	377	public	pub fn content( mut self, content: impl Fn(&mut Self, &mut Window, &mut Context<Self>) -> AnyElement + 'static, ) -> Self {
notification.rs	386	impl	impl EventEmitter<DismissEvent> for Notification {}
notification.rs	387	impl	impl EventEmitter<DismissRequest> for Notification {}
notification.rs	388	impl	impl FluentBuilder for Notification {}
notification.rs	389	impl	impl Styled for Notification {
notification.rs	395	impl	impl Render for Notification {
notification.rs	530	public	pub struct NotificationSettings {
notification.rs	534	public	pub placement: Anchor,
notification.rs	536	public	pub margins: Edges<Pixels>,
notification.rs	538	public	pub max_items: usize,
notification.rs	540	public	pub width: Pixels,
notification.rs	544	public	pub delivery: NotificationDelivery,
notification.rs	547	impl	impl Default for NotificationSettings {
notification.rs	592	impl	impl Global for SystemNotificationRegistry {}
notification.rs	594	impl	impl SystemNotificationRegistry {
notification.rs	693	public	pub struct NotificationList {
notification.rs	703	impl	impl NotificationList {
notification.rs	704	public	pub fn new(_: &mut Window, cx: &mut Context<Self>) -> Self {
notification.rs	798	public	pub fn push( &mut self, notification: impl Into<Notification>, window: &mut Window, cx: &mut Context<Self>, ) {
notification.rs	952	public	pub fn clear(&mut self, window: &mut Window, cx: &mut Context<Self>) {
notification.rs	965	public	pub fn notifications(&self) -> Vec<Entity<Notification>> {
notification.rs	973	impl	impl Render for NotificationList {
pagination.rs	21	public	pub struct Pagination {
pagination.rs	33	impl	impl Pagination {
pagination.rs	35	public	pub fn new(id: impl Into<ElementId>) -> Self {
pagination.rs	52	public	pub fn current_page(mut self, page: usize) -> Self {
pagination.rs	58	public	pub fn total_pages(mut self, pages: usize) -> Self {
pagination.rs	80	public	pub fn on_click(mut self, handler: impl Fn(&usize, &mut Window, &mut App) + 'static) -> Self {
pagination.rs	88	public	pub fn compact(mut self) -> Self {
pagination.rs	94	public	pub fn visible_pages(mut self, max: usize) -> Self {
pagination.rs	142	impl	impl Disableable for Pagination {
pagination.rs	149	impl	impl Sizable for Pagination {
pagination.rs	156	impl	impl Styled for Pagination {
pagination.rs	162	impl	impl RenderOnce for Pagination {
plot/axis.rs	11	public	pub const AXIS_GAP: f32 = 18.;
plot/axis.rs	15	public	pub enum AxisLabelSide {
plot/axis.rs	23	public	pub struct AxisText {
plot/axis.rs	24	public	pub text: SharedString,
plot/axis.rs	25	public	pub tick: Pixels,
plot/axis.rs	26	public	pub color: Hsla,
plot/axis.rs	27	public	pub font_size: Pixels,
plot/axis.rs	28	public	pub align: TextAlign,
plot/axis.rs	31	impl	impl AxisText {
plot/axis.rs	32	public	pub fn new(text: impl Into<SharedString>, tick: impl Into<Pixels>, color: Hsla) -> Self {
plot/axis.rs	42	public	pub fn font_size(mut self, font_size: impl Into<Pixels>) -> Self {
plot/axis.rs	47	public	pub fn align(mut self, align: TextAlign) -> Self {
plot/axis.rs	54	public	pub struct PlotAxis {
plot/axis.rs	66	impl	impl PlotAxis {
plot/axis.rs	67	public	pub fn new() -> Self {
plot/axis.rs	75	public	pub fn x(mut self, x: impl Into<Pixels>) -> Self {
plot/axis.rs	83	public	pub fn x_axis(mut self, x_axis: bool) -> Self {
plot/axis.rs	89	public	pub fn x_label(mut self, label: impl IntoIterator<Item = AxisText>) -> Self {
plot/axis.rs	114	public	pub fn x_label_side(mut self, side: AxisLabelSide) -> Self {
plot/axis.rs	120	public	pub fn y(mut self, y: impl Into<Pixels>) -> Self {
plot/axis.rs	128	public	pub fn y_axis(mut self, y_axis: bool) -> Self {
plot/axis.rs	134	public	pub fn y_label(mut self, label: impl IntoIterator<Item = AxisText>) -> Self {
plot/axis.rs	159	public	pub fn y_label_side(mut self, side: AxisLabelSide) -> Self {
plot/axis.rs	165	public	pub fn stroke(mut self, stroke: impl Into<Hsla>) -> Self {
plot/axis.rs	180	public	pub fn paint(&self, bounds: &Bounds<Pixels>, window: &mut Window, cx: &mut App) {
plot/grid.rs	5	public	pub struct Grid {
plot/grid.rs	12	impl	impl Grid {
plot/grid.rs	14	public	pub fn new() -> Self {
plot/grid.rs	24	public	pub fn x(mut self, x: Vec<impl Into<Pixels>>) -> Self {
plot/grid.rs	30	public	pub fn y(mut self, y: Vec<impl Into<Pixels>>) -> Self {
plot/grid.rs	36	public	pub fn stroke(mut self, stroke: impl Into<Hsla>) -> Self {
plot/grid.rs	42	public	pub fn dash_array(mut self, dash_array: &[Pixels]) -> Self {
plot/grid.rs	84	public	pub fn paint(&self, bounds: &Bounds<Pixels>, window: &mut Window) {
plot/label.rs	10	public	pub const TEXT_SIZE: f32 = 10.;
plot/label.rs	11	public	pub const TEXT_GAP: f32 = 2.;
plot/label.rs	12	public	pub const TEXT_HEIGHT: f32 = TEXT_SIZE + TEXT_GAP;
plot/label.rs	36	public	pub fn measure_text_width(text: &SharedString, font_size: Pixels, window: &mut Window) -> f32 {
plot/label.rs	60	public	pub fn truncate_text_to_width( text: &SharedString, font_size: Pixels, max_width: f32, window: &mut Window, ) -> SharedString {
plot/label.rs	95	public	pub struct Text {
plot/label.rs	96	public	pub text: SharedString,
plot/label.rs	97	public	pub origin: Point<Pixels>,
plot/label.rs	98	public	pub color: Hsla,
plot/label.rs	99	public	pub font_size: Pixels,
plot/label.rs	100	public	pub font_weight: FontWeight,
plot/label.rs	101	public	pub align: TextAlign,
plot/label.rs	104	impl	impl Text {
plot/label.rs	105	public	pub fn new<T>(text: impl Into<SharedString>, origin: Point<T>, color: Hsla) -> Self where T: Default + Clone + Copy + Debug + PartialEq + Into<Pixels>, {
plot/label.rs	122	public	pub fn font_size(mut self, font_size: impl Into<Pixels>) -> Self {
plot/label.rs	128	public	pub fn font_weight(mut self, font_weight: FontWeight) -> Self {
plot/label.rs	134	public	pub fn align(mut self, align: TextAlign) -> Self {
plot/label.rs	140	impl	impl<I> From<I> for PlotLabel where I: Iterator<Item = Text>, {
plot/label.rs	150	public	pub struct PlotLabel(Vec<Text>);
plot/label.rs	152	impl	impl PlotLabel {
plot/label.rs	153	public	pub fn new(items: Vec<Text>) -> Self {
plot/label.rs	158	public	pub fn paint(&self, bounds: &Bounds<Pixels>, window: &mut Window, cx: &mut App) {
plot/mod.rs	3	public	pub mod label;
plot/mod.rs	5	public	pub mod scale;
plot/mod.rs	6	public	pub mod shape;
plot/mod.rs	7	public	pub mod tooltip;
plot/mod.rs	9	public	pub use gpui_component_macros::IntoPlot;
plot/mod.rs	18	public	pub use axis::{AXIS_GAP, AxisLabelSide, AxisText, PlotAxis};
plot/mod.rs	19	public	pub use grid::Grid;
plot/mod.rs	20	public	pub use label::PlotLabel;
plot/mod.rs	21	public	pub use path_cache::{PathCache, PathCaches, ShapeKey};
plot/mod.rs	25	public	pub trait Plot: IntoElement {
plot/mod.rs	37	trait-member	fn prepaint( &mut self, _bounds: Bounds<Pixels>, _window: &mut Window, _cx: &mut App, ) -> Vec<AnyElement> {
plot/mod.rs	46	trait-member	fn paint(&mut self, bounds: Bounds<Pixels>, window: &mut Window, cx: &mut App);
plot/mod.rs	53	trait-member	fn id(&self) -> Option<ElementId> {
plot/mod.rs	65	trait-member	fn tooltip_state( &self, _position: Point<Pixels>, _bounds: Bounds<Pixels>, _cx: &App, ) -> Option<TooltipState> {
plot/mod.rs	87	trait-member	fn hover(&mut self, _hover: Option<&PlotHover>, _window: &mut Window, _cx: &mut App) {}
plot/mod.rs	101	trait-member	fn tooltip( &self, _state: &TooltipState, _cursor: Point<Pixels>, _bounds: Bounds<Pixels>, _window: &mut Window, _cx: &mut App, ) -> Option<AnyElement> {
plot/mod.rs	114	public	pub enum StrokeStyle {
plot/mod.rs	121	public	pub fn origin_point<T>(x: T, y: T, origin: Point<T>) -> Point<T> where T: Default + Clone + Debug + PartialEq + Add<Output = T>, {
plot/mod.rs	128	public	pub fn polygon<T>(points: &[Point<T>], bounds: &Bounds<Pixels>) -> Option<Path<Pixels>> where T: Default + Clone + Copy + Debug + Into<f32> + PartialEq, {
plot/path_cache.rs	16	public	pub struct PathCache {
plot/path_cache.rs	22	impl	impl PathCache {
plot/path_cache.rs	25	public	pub fn get( &mut self, key: u64, origin: Point<Pixels>, build: impl FnOnce() -> Option<Path<Pixels>>, ) -> Option<Path<Pixels>> {
plot/path_cache.rs	39	public	pub fn is_warm(&self) -> bool {
plot/path_cache.rs	74	public	pub struct PathCaches {
plot/path_cache.rs	78	impl	impl PathCaches {
plot/path_cache.rs	81	public	pub fn for_paint(key: impl Into<ElementId>, window: &mut Window, cx: &mut App) -> Entity<Self> {
plot/path_cache.rs	87	public	pub fn slot(&mut self, index: usize) -> &mut PathCache {
plot/path_cache.rs	97	public	pub fn slot_pair(&mut self, index: usize) -> (&mut PathCache, &mut PathCache) {
plot/path_cache.rs	109	public	pub struct ShapeKey(DefaultHasher);
plot/path_cache.rs	111	impl	impl ShapeKey {
plot/path_cache.rs	112	public	pub fn new(extra: impl Hash) -> Self {
plot/path_cache.rs	118	public	pub fn point(&mut self, point: Point<Pixels>) -> &mut Self {
plot/path_cache.rs	124	public	pub fn f32(&mut self, value: f32) -> &mut Self {
plot/path_cache.rs	129	public	pub fn finish(&self) -> u64 {
plot/scale/band.rs	11	public	pub struct ScaleBand<T> {
plot/scale/band.rs	24	impl	impl<T> ScaleBand<T> {
plot/scale/band.rs	25	public	pub fn new(domain: Vec<T>, range: Vec<f32>) -> Self where T: Eq + Hash, {
plot/scale/band.rs	52	public	pub fn band_width(&self) -> f32 {
plot/scale/band.rs	58	public	pub fn step(&self) -> f32 {
plot/scale/band.rs	67	public	pub fn padding_inner(mut self, padding_inner: f32) -> Self {
plot/scale/band.rs	73	public	pub fn padding_outer(mut self, padding_outer: f32) -> Self {
plot/scale/band.rs	95	impl	impl<T> Scale<T> for ScaleBand<T> where T: Eq + Hash, {
plot/scale/linear.rs	9	public	pub struct ScaleLinear<T> {
plot/scale/linear.rs	17	impl	impl<T> ScaleLinear<T> where T: Copy + PartialOrd + Num + ToPrimitive + Sealed, {
plot/scale/linear.rs	21	public	pub fn new(domain: Vec<T>, range: Vec<f32>) -> Self {
plot/scale/linear.rs	54	impl	impl<T> Scale<T> for ScaleLinear<T> where T: Copy + PartialOrd + Num + ToPrimitive + Sealed, {
plot/scale/ordinal.rs	4	public	pub struct ScaleOrdinal<D, R> {
plot/scale/ordinal.rs	10	impl	impl<D, R> Default for ScaleOrdinal<D, R> {
plot/scale/ordinal.rs	20	impl	impl<D, R> ScaleOrdinal<D, R> {
plot/scale/ordinal.rs	21	public	pub fn new(domain: Vec<D>, range: Vec<R>) -> Self {
plot/scale/ordinal.rs	30	public	pub fn domain(mut self, domain: Vec<D>) -> Self {
plot/scale/ordinal.rs	36	public	pub fn range(mut self, range: Vec<R>) -> Self {
plot/scale/ordinal.rs	42	public	pub fn unknown(mut self, unknown: R) -> Self {
plot/scale/ordinal.rs	48	impl	impl<D, R> ScaleOrdinal<D, R> where D: PartialEq, R: Clone, {
plot/scale/ordinal.rs	54	public	pub fn map(&self, value: &D) -> Option<R> {
plot/scale/point.rs	12	public	pub struct ScalePoint<T> {
plot/scale/point.rs	18	impl	impl<T> ScalePoint<T> where T: PartialEq, {
plot/scale/point.rs	32	public	pub fn new(domain: Vec<T>, range: Vec<f32>) -> Self {
plot/scale/point.rs	60	impl	impl<T> Scale<T> for ScalePoint<T> where T: PartialEq, {
plot/scale/sealed.rs	1	public	pub trait Sealed {}
plot/scale/sealed.rs	3	impl	impl Sealed for f64 {}
plot/scale/sealed.rs	6	impl	impl Sealed for rust_decimal::Decimal {}
plot/scale.rs	7	public	pub use band::ScaleBand;
plot/scale.rs	8	public	pub use linear::ScaleLinear;
plot/scale.rs	9	public	pub use ordinal::ScaleOrdinal;
plot/scale.rs	10	public	pub use point::ScalePoint;
plot/scale.rs	13	public	pub trait Scale<T> {
plot/scale.rs	15	trait-member	fn tick(&self, value: &T) -> Option<f32>;
plot/scale.rs	18	trait-member	fn least_index(&self, _tick: f32) -> usize {
plot/scale.rs	23	trait-member	fn least_index_with_domain(&self, _tick: f32, _domain: &[T]) -> (usize, f32) {
plot/shape/arc.rs	12	public	pub struct ArcData<'a, T> {
plot/shape/arc.rs	13	public	pub data: &'a T,
plot/shape/arc.rs	14	public	pub index: usize,
plot/shape/arc.rs	15	public	pub value: f32,
plot/shape/arc.rs	16	public	pub start_angle: f32,
plot/shape/arc.rs	17	public	pub end_angle: f32,
plot/shape/arc.rs	18	public	pub pad_angle: f32,
plot/shape/arc.rs	21	impl	impl<T> Debug for ArcData<'_, T> {
plot/shape/arc.rs	31	public	pub struct Arc {
plot/shape/arc.rs	36	impl	impl Default for Arc {
plot/shape/arc.rs	45	impl	impl Arc {
plot/shape/arc.rs	46	public	pub fn new() -> Self {
plot/shape/arc.rs	51	public	pub fn inner_radius(mut self, inner_radius: f32) -> Self {
plot/shape/arc.rs	57	public	pub fn outer_radius(mut self, outer_radius: f32) -> Self {
plot/shape/arc.rs	63	public	pub fn centroid<T>(&self, arc: &ArcData<T>) -> Point<f32> {
plot/shape/arc.rs	180	public	pub fn contains<T>( &self, arc: &ArcData<T>, position: Point<f32>, inner_radius: Option<f32>, outer_radius: Option<f32>, bounds: &Bounds<Pixels>, ) -> bool {
plot/shape/arc.rs	206	public	pub fn paint_cached<T>( &self, arc: &ArcData<T>, color: impl Into<Hsla>, inner_radius: Option<f32>, outer_radius: Option<f32>, bounds: &Bounds<Pixels>, cache: &mut PathCache, window: &mut Window, ) {
plot/shape/arc.rs	236	public	pub fn paint<T>( &self, arc: &ArcData<T>, color: impl Into<Hsla>, inner_radius: Option<f32>, outer_radius: Option<f32>, bounds: &Bounds<Pixels>, window: &mut Window, ) {
plot/shape/area.rs	8	public	pub struct Area<T> {
plot/shape/area.rs	18	impl	impl<T> Default for Area<T> {
plot/shape/area.rs	32	impl	impl<T> Area<T> {
plot/shape/area.rs	33	public	pub fn new() -> Self {
plot/shape/area.rs	38	public	pub fn data<I>(mut self, data: I) -> Self where I: IntoIterator<Item = T>, {
plot/shape/area.rs	47	public	pub fn x<F>(mut self, x: F) -> Self where F: Fn(&T) -> Option<f32> + 'static, {
plot/shape/area.rs	56	public	pub fn y0(mut self, y0: f32) -> Self {
plot/shape/area.rs	62	public	pub fn y1<F>(mut self, y1: F) -> Self where F: Fn(&T) -> Option<f32> + 'static, {
plot/shape/area.rs	71	public	pub fn fill(mut self, fill: impl Into<Background>) -> Self {
plot/shape/area.rs	77	public	pub fn stroke(mut self, stroke: impl Into<Background>) -> Self {
plot/shape/area.rs	83	public	pub fn stroke_style(mut self, stroke_style: StrokeStyle) -> Self {
plot/shape/area.rs	184	public	pub fn paint_cached( &self, bounds: &Bounds<Pixels>, fill: &mut PathCache, line: &mut PathCache, window: &mut Window, ) {
plot/shape/area.rs	219	public	pub fn paint(&self, bounds: &Bounds<Pixels>, window: &mut Window) {
plot/shape/bar.rs	13	public	pub enum BarAlignment {
plot/shape/bar.rs	25	impl	impl BarAlignment {
plot/shape/bar.rs	26	public	pub fn is_horizontal(self) -> bool {
plot/shape/bar.rs	30	public	pub fn is_vertical(self) -> bool {
plot/shape/bar.rs	39	public	pub fn gradient_angle(self) -> f32 {
plot/shape/bar.rs	50	public	pub struct Bar<T> {
plot/shape/bar.rs	62	impl	impl<T> Default for Bar<T> {
plot/shape/bar.rs	78	impl	impl<T> Bar<T> {
plot/shape/bar.rs	79	public	pub fn new() -> Self {
plot/shape/bar.rs	84	public	pub fn data<I>(mut self, data: I) -> Self where I: IntoIterator<Item = T>, {
plot/shape/bar.rs	95	public	pub fn alignment(mut self, alignment: BarAlignment) -> Self {
plot/shape/bar.rs	104	public	pub fn cross<F>(mut self, cross: F) -> Self where F: Fn(&T) -> Option<f32> + 'static, {
plot/shape/bar.rs	113	public	pub fn band_width(mut self, band_width: f32) -> Self {
